amount,path length,time,found,end state
1,0,1.2993e-05,0,3
2,0,1.3994e-05,0,3
3,0,1.4695e-05,0,3
4,0,4.5349e-05,0,3
5,0,1.7047e-05,0,3
6,0,1.7154e-05,0,3
7,0,3.5677e-05,0,3
8,0,0.000136504,0,3
9,0,0.000953186,0,3
10,0,0.0377231,0,3
11,0,0.578075,0,3
12,0,0.165076,0,3
13,0,0.00160808,0,3
14,0,2.05269,0,3
15,0,9.56415,0,3
16,0,0.228359,0,3
17,0,314.24,0,3
